word_count,character_count,average_word_length,sentence_count,average_sentence_length,flesch_reading_ease,flesch_kincaid_grade,gunning_fog,smog_index,difficult_words,difficult_word_ratio,grade,source
90,553,4.8,5,18.0,47.35300000000004,11.324978723404257,13.477446808510638,12.68835289967788,26,0.28888888888888886,11.3,wikipedia-en
112,686,4.9375,6,18.666666666666668,42.85976190476194,11.918571428571429,13.895238095238097,13.5591,31,0.2767857142857143,11.935,fineweb-edu
213,1430,5.652582159624413,8,26.625,15.484852941176513,17.43441176470589,20.788235294117648,17.971250198000288,73,0.3427230046948357,17.33,arxiv
263,1796,5.619771863117871,20,13.15,28.6030431034483,12.51176053639847,14.56865900383142,13.427899808715576,87,0.33079847908745247,12.4,fineweb-edu
148,762,4.02027027027027,11,13.454545454545455,82.60028213166146,5.012978056426331,6.65203761755486,8.296473431620573,5,0.033783783783783786,5.720000000000001,tinystories
213,1507,5.713615023474178,10,21.3,22.76761267605636,15.375215962441313,20.72657276995305,17.80541091248751,69,0.323943661971831,16.915,fineweb-edu
181,916,3.9392265193370166,13,13.923076923076923,86.47438634399312,4.599438202247189,6.3757994814174594,7.610546881738771,8,0.04419889502762431,5.5075,tinystories
138,824,4.050724637681159,4,34.5,28.744342105263172,16.330263157894738,19.119298245614036,16.827784334635936,27,0.1956521739130435,15.605,arxiv
298,1764,4.7114093959731544,21,14.19047619047619,57.62563063063064,8.723359073359074,11.17863577863578,11.30375656770974,86,0.28859060402684567,9.77,fineweb-edu
138,955,5.86231884057971,5,27.6,2.0833333333333712,19.676296296296297,23.54074074074074,19.882160675589997,46,0.3333333333333333,18.6,arxiv
155,808,3.9806451612903224,10,15.5,84.0806233766234,5.357558441558442,7.1989610389610394,8.841846274778883,13,0.08387096774193549,6.478571428571428,tinystories
368,1937,3.9347826086956523,51,7.215686274509804,92.61162190963346,2.1344437340153455,4.081926683716965,6.706560486072735,26,0.07065217391304347,2.817857142857143,tinystories
142,964,5.105633802816901,4,35.5,10.27208333333337,20.211018518518518,23.574074074074076,20.267338824336647,48,0.3380281690140845,19.525,arxiv
133,692,4.0,11,12.090909090909092,86.98227272727274,4.108181818181819,4.800000000000001,5.565023196281405,4,0.03007518796992481,4.733333333333333,tinystories
147,812,4.360544217687075,9,16.333333333333332,72.74067732115681,7.14351598173516,8.680669710806697,9.725611199111238,14,0.09523809523809523,7.869999999999999,tinystories
185,1028,4.4324324324324325,11,16.818181818181817,68.25455044955048,7.84954045954046,10.354445554445556,10.63711953065702,31,0.16756756756756758,8.766666666666666,fineweb-edu
151,1065,5.682119205298013,5,30.2,13.930475524475554,18.42134265734266,22.34909090909091,19.48791578843652,56,0.3708609271523179,19.2,arxiv
221,1607,6.14027149321267,8,27.625,2.9909288990825758,19.611811926605508,23.744036697247708,20.267338824336647,82,0.37104072398190047,19.255000000000003,arxiv
258,1527,4.705426356589148,14,18.428571428571427,57.950930232558136,9.75450719822813,13.107862679955701,12.540900571622839,60,0.23255813953488372,11.166666666666668,fineweb-edu
100,571,4.37,7,14.285714285714286,71.35700000000003,6.855428571428572,8.114285714285714,8.418075326091056,19,0.19,7.805,wikipedia-en
185,1001,4.2594594594594595,15,12.333333333333334,92.79666666666667,3.379999999999999,5.14954954954955,5.683917801722854,13,0.07027027027027027,5.22,tinystories
18,104,4.277777777777778,3,6.0,89.09087719298246,2.4063157894736875,2.533333333333333,3.1291,5,0.2777777777777778,2.81,wikipedia-en
17,106,4.352941176470588,2,8.5,90.935,3.0599999999999987,4.0,3.1291,3,0.17647058823529413,4.0,wikipedia-en
75,506,5.68,3,25.0,4.283095238095257,18.458571428571428,23.04761904761905,19.287186520377343,33,0.44,18.53,arxiv
151,790,3.966887417218543,13,11.615384615384615,87.737284144427,3.8308843537414994,5.8836211407639984,7.882392219407189,11,0.0728476821192053,4.97,tinystories
27,166,4.518518518518518,2,13.5,49.17267241379312,10.00293103448276,12.696551724137933,12.161744961471694,12,0.4444444444444444,8.305,wikipedia-en
55,367,5.1454545454545455,3,18.333333333333332,39.89097701149427,12.498275862068965,14.629885057471265,13.5591,18,0.32727272727272727,11.95,wikipedia-en
114,599,3.9473684210526314,14,8.142857142857142,96.07435840707966,1.8640518331226303,3.2285714285714286,5.288315135182226,5,0.043859649122807015,2.9771428571428573,tinystories
101,652,5.376237623762377,5,20.2,28.333000000000027,14.276000000000003,14.8,13.968273953766033,34,0.33663366336633666,13.85,arxiv
131,959,5.305343511450381,8,16.375,49.327500000000015,10.850833333333334,13.588888888888889,12.815532586354998,44,0.33587786259541985,12.3,fineweb-edu
